stock_no,product_size,cost,product_type,buy_date,product_name
583,7.73,223.59,clothing,2016-06-29,polo
584,6.23,552.68,clothing,2020-11-04,tie
585,1.35,801.58,food,2021-08-30,wrap
586,9.62,167.1,clothing,2016-02-24,trousers
587,9.18,627.26,food,2020-06-15,yoghurt
588,6.86,559.41,clothing,2017-04-09,t-shirt
589,0.69,799.83,furniture,2020-01-04,bed
590,3.47,465.63,clothing,2015-06-01,socks
591,3.48,529.39,furniture,2015-01-28,shelves
592,2.55,447.91,furniture,2017-11-06,bed
593,4.1,697.04,clothing,2017-09-05,skirt
594,5.6,989.94,food,2020-05-21,roll
595,0.05,371.3,food,2020-02-14,beef
596,3.76,585.07,food,2016-10-19,ice cream
597,5.15,956.71,clothing,2019-08-15,trousers
598,2.02,968.43,food,2019-07-30,yoghurt
599,1.75,704.48,clothing,2020-04-24,skirt
600,2.64,937.45,food,2019-09-02,rice
601,1.49,309.3,clothing,2016-10-08,trousers
602,9.43,265.42,food,2019-06-13,wrap
603,2.08,946.12,clothing,2015-10-19,trousers
604,7.19,633.31,clothing,2018-05-14,jeans
605,5.03,701.32,food,2018-08-23,rice
606,9.73,60.12,furniture,2019-07-16,cot
607,3.63,367.85,furniture,2019-11-20,press
608,9.33,308.82,furniture,2017-12-08,sofa
609,9.28,874.24,food,2018-12-05,quinoa
610,0.03,446.49,furniture,2016-06-01,press
611,6.48,908.86,clothing,2021-02-08,tie
612,8.85,731.88,furniture,2020-01-15,dining table
613,2.27,797.86,clothing,2015-05-14,socks
614,8.98,117.95,food,2016-04-14,beef
615,7.14,580.5,food,2021-01-28,quinoa
616,6.47,72.22,clothing,2015-03-03,t-shirt
617,3.43,819.23,clothing,2021-12-28,tie
618,0.25,403.37,furniture,2021-03-30,desk
619,7.29,879.94,food,2015-12-29,yoghurt
620,1.72,39.86,food,2021-09-12,quinoa
621,0.73,869.1,clothing,2020-06-27,t-shirt
622,0.31,528.63,clothing,2020-06-26,t-shirt
623,3.43,599.5,food,2015-07-15,sauce
624,3.82,681.16,furniture,2017-07-10,shelves
625,1.47,522.3,furniture,2021-12-13,dining table
626,9.99,394.5,furniture,2015-03-17,bed
627,9.4,755.51,clothing,2017-08-12,jeans
628,2.35,91.1,clothing,2015-02-26,polo
629,3.66,687.8,food,2020-10-06,chicken
630,4.75,238.2,food,2017-02-25,sauce
631,3.79,797.96,clothing,2017-01-05,underwear
632,3.65,251.11,clothing,2015-01-05,dress
633,8.64,201.63,food,2015-05-21,ice cream
634,1.08,429.07,clothing,2018-05-22,skirt
635,5.18,625.35,furniture,2016-06-22,desk
636,1.39,107.95,furniture,2020-01-24,dining table
637,7.52,41.47,furniture,2017-07-28,chair
638,3.09,930.66,food,2017-08-09,chicken
639,0.86,248.34,clothing,2021-06-01,trousers
640,1.4,192.69,furniture,2018-09-27,sofa
641,3.59,185.07,furniture,2018-03-17,bed
642,0.5,877.46,furniture,2021-01-06,bed
643,8.22,787.93,furniture,2017-06-26,desk
644,1.17,758.72,clothing,2021-08-30,socks
645,8.27,559.94,clothing,2020-12-20,skirt
646,8.62,205.68,clothing,2016-05-16,trousers
647,6.09,372.97,clothing,2021-05-04,shirt
648,2.31,298.83,food,2017-04-23,chicken
649,3.75,626.39,clothing,2021-09-27,shirt
650,3.47,727.62,food,2020-01-31,noodles
651,6.63,835.23,furniture,2015-03-19,press
652,2.18,817.08,food,2015-08-24,wrap
653,8.43,967.27,furniture,2017-03-09,press
654,5.76,221.61,food,2017-12-08,rice
655,6.47,254.56,food,2021-01-06,ice cream
656,3.29,685.66,furniture,2021-01-20,shelves
657,1.72,14.82,food,2020-12-21,rice
658,7.73,199.83,food,2019-04-10,whey
659,6.01,781.21,clothing,2019-08-05,socks
660,1.61,270.63,clothing,2020-05-29,tie
661,9.2,138.93,food,2021-12-29,ice cream
662,1.31,28.35,food,2016-11-06,wrap
663,2.13,141.37,food,2018-05-10,bread
664,0.23,421.35,food,2018-12-17,quinoa
665,6.31,411.21,clothing,2016-04-23,underwear
666,6.62,533.56,clothing,2016-07-11,underwear
667,0.52,222.44,furniture,2018-08-29,chair
668,3.46,860.17,clothing,2015-06-08,tie
669,0.29,422.7,furniture,2016-08-28,bed
670,2.72,443.3,clothing,2020-03-29,underwear
671,9.73,359.24,clothing,2015-07-02,jeans
672,3.21,66.42,furniture,2016-05-19,shelves
673,3.8,304.16,clothing,2016-09-04,jeans
674,7.09,20.71,food,2015-07-27,rice
675,9.42,461.99,clothing,2017-01-21,socks
676,2.72,696.3,food,2016-05-27,bread
677,5.69,15.8,furniture,2016-01-16,bed
678,4.28,349.22,food,2016-10-05,noodles
679,5.48,600.37,furniture,2017-07-22,bed
680,4.88,388.19,furniture,2019-01-14,sofa
681,6.02,809.06,food,2020-12-13,quinoa
682,4.95,536.84,food,2019-11-25,rice
683,7.22,989.03,furniture,2017-04-01,sofa
684,9.74,420.34,clothing,2020-07-21,skirt
685,2.07,146.15,clothing,2019-05-14,trousers
686,9.9,112.52,clothing,2015-09-28,underwear
687,3.02,372.05,furniture,2016-06-11,shelves
688,5.55,179.37,clothing,2015-05-02,t-shirt
689,9.51,109.39,clothing,2015-07-09,trousers
690,8.37,774.48,clothing,2015-07-20,t-shirt
691,4.78,837.45,food,2020-06-13,chicken
692,0.64,276.93,food,2019-11-22,yoghurt
693,9.55,926.12,clothing,2021-02-06,polo
694,2.12,197.01,clothing,2015-10-25,shirt
695,0.03,50.27,furniture,2017-02-19,chair
696,5.9,380.81,furniture,2017-02-04,chair
697,3.13,34.38,food,2017-07-21,sauce
698,5.01,365.75,clothing,2015-02-11,tie
699,9.51,697.43,clothing,2015-02-16,trousers
700,6.64,322.25,clothing,2017-12-17,tie
701,1.11,958.37,clothing,2017-01-06,tie
702,0.03,603.87,food,2020-04-20,whey
703,0.22,577.73,food,2021-07-04,whey
704,6.65,78.71,food,2018-03-21,whey
705,3.26,446.47,food,2020-01-17,beef
706,5.08,444.46,food,2017-11-12,noodles
707,5.94,215.24,furniture,2019-11-26,desk
708,9.64,905.72,food,2021-08-28,rice
709,4.2,947.16,furniture,2016-06-19,desk
710,8.77,530.78,clothing,2020-10-26,shirt
711,2.87,701.06,clothing,2018-08-14,socks
712,7.5,622.13,furniture,2017-06-17,chair
713,6.79,102.24,clothing,2021-04-23,socks
714,6.93,401.4,clothing,2019-09-06,trousers
715,2.09,17.15,clothing,2015-11-09,polo
716,7.08,504.67,furniture,2017-04-20,bed
717,5.01,499.84,furniture,2017-01-02,shelves
718,6.34,342.82,clothing,2018-02-24,polo
719,0.9,389.87,clothing,2018-05-21,jeans
720,4.95,208.36,clothing,2021-04-09,trousers
721,3.61,612.09,food,2017-10-21,chicken
722,9.29,666.52,food,2015-11-15,wrap
723,1.1,832.07,furniture,2020-02-19,desk
724,2.73,262.58,clothing,2019-11-06,t-shirt
725,6.54,469.77,food,2019-01-08,wrap
726,1.78,726.96,clothing,2017-10-20,t-shirt
727,6.98,121.72,food,2015-08-12,ice cream
728,4.25,164.6,furniture,2018-02-07,press
729,6.36,486.11,furniture,2015-10-09,press
730,6.7,619.49,furniture,2018-06-12,cot
731,2.44,210.43,food,2017-04-02,quinoa
732,3.55,462.28,furniture,2015-10-20,press
733,5.61,223.22,furniture,2020-03-19,press
734,7.33,789.18,food,2019-02-13,beef
735,5.42,862.38,food,2018-07-03,ice cream
736,0.1,238.75,clothing,2016-03-18,polo
737,1.91,350.32,food,2021-06-16,quinoa
738,5.75,673.1,furniture,2019-08-16,bed
739,1.47,767.39,food,2019-03-18,sauce
740,3.84,603.55,food,2019-06-11,ice cream
741,2.54,987.3,furniture,2015-10-08,press
742,5.34,342.1,food,2017-12-01,ice cream
743,0.76,409.29,clothing,2019-01-08,t-shirt
744,0.49,988.55,furniture,2021-03-21,chair
745,3.17,803.11,furniture,2020-01-18,shelves
746,0.5,894.04,furniture,2021-09-25,desk
747,4.68,726.4,furniture,2019-06-17,sofa
748,8.22,280.48,food,2020-12-12,noodles
749,2.11,832.6,furniture,2021-05-01,dining table
750,4.38,346.33,food,2020-05-20,beef
751,9.59,18.21,food,2020-06-29,bread
752,7.26,714.68,clothing,2015-06-25,tie
753,2.1,467.37,clothing,2016-09-21,t-shirt
754,1.59,963.28,food,2016-07-29,sauce
755,3.96,809.84,food,2018-07-09,roll
756,5.26,76.36,furniture,2020-04-19,press
757,2.34,422.57,clothing,2020-07-08,jeans
758,6.91,854.77,furniture,2021-12-03,bed
759,2.31,872.95,clothing,2021-08-30,jeans
760,6.25,312.02,furniture,2017-08-25,bed
761,2.28,30.9,furniture,2018-01-31,desk
762,6.04,139.32,furniture,2016-07-01,cot
763,1.66,390.29,clothing,2018-10-05,skirt
764,9.67,763.67,furniture,2020-09-28,dining table
765,8.08,193.64,clothing,2017-05-25,tie
766,9.22,568.49,clothing,2016-07-15,t-shirt
767,3.17,486.59,clothing,2015-03-06,underwear
768,8.09,125.46,clothing,2019-12-19,skirt
769,0.09,191.11,food,2015-08-18,rice
770,9.75,928.86,clothing,2017-11-11,polo
771,3.29,504.39,furniture,2018-01-14,cot
772,7.05,642.75,furniture,2020-03-28,chair
773,0.31,293.86,food,2017-03-24,yoghurt
774,3.89,605.9,food,2018-07-20,yoghurt
775,7.48,486.35,furniture,2015-08-14,cot
776,7.44,82.08,furniture,2019-02-18,cot
777,0.71,667.07,food,2018-10-20,yoghurt
778,8.83,588.8,clothing,2017-04-25,shirt
779,7.31,787.53,food,2015-06-11,beef
780,4.86,573.39,furniture,2021-10-09,bed
781,2.99,799.76,clothing,2020-07-17,skirt
782,6.73,804.82,clothing,2019-07-03,skirt
783,9.67,662.02,furniture,2019-07-11,chair
784,1.42,718.63,furniture,2021-05-31,chair
785,6.91,174.83,clothing,2020-12-11,socks
786,4.19,408.19,food,2018-03-27,yoghurt
787,7.45,752.22,clothing,2020-10-30,trousers
788,0.49,899.53,clothing,2017-07-29,jeans
789,6.95,253.1,clothing,2016-03-30,jeans
790,0.72,757.65,furniture,2016-05-09,dining table
791,8.25,996.39,food,2015-10-01,yoghurt
792,1.74,747.8,furniture,2018-06-01,sofa
793,3.47,867.85,furniture,2016-01-07,press
794,5.26,808.71,food,2015-03-17,quinoa
795,2.38,175.2,furniture,2018-03-22,dining table
796,4.45,653.29,furniture,2021-05-29,press
797,1.12,240.73,food,2019-09-24,chicken
798,1.53,846.98,furniture,2020-01-16,sofa
799,3.03,547.27,clothing,2016-10-30,t-shirt
800,3.56,293.96,food,2018-01-27,roll
801,4.53,16.35,food,2019-10-17,rice
802,8.82,324.75,furniture,2021-09-03,shelves
803,8.46,318.12,clothing,2020-06-28,socks
804,1.62,110.05,food,2019-01-20,rice
805,9.82,878.33,food,2018-04-16,rice
806,8.14,256.25,furniture,2016-06-26,dining table
807,6.36,462.21,clothing,2021-03-14,t-shirt
808,8.15,842.74,furniture,2018-09-01,chair
809,1.68,255.3,food,2015-03-12,whey
810,9.86,336.52,furniture,2016-04-04,cot
811,6.59,307.59,food,2017-12-12,rice
812,6.01,814.65,clothing,2021-11-02,shirt
813,5.58,39.96,clothing,2019-11-25,jeans
814,2.78,836.43,food,2021-04-26,beef
815,8.19,202.78,furniture,2017-05-15,cot
816,1.46,46.56,furniture,2018-09-07,dining table
817,6.48,650.95,food,2021-02-02,whey
818,7.13,853.54,food,2015-07-27,sauce
819,0.59,443.77,clothing,2021-11-26,tie
820,3.56,322.91,furniture,2017-11-29,press
821,7.14,131.01,clothing,2021-01-05,tie
822,2.02,163.11,furniture,2015-08-13,sofa
823,6.62,843.27,food,2019-06-24,rice
824,3.24,945.05,furniture,2018-05-09,press
825,6.18,946.0,clothing,2016-07-26,trousers
826,8.72,221.42,food,2016-05-05,chicken
827,3.78,193.04,furniture,2017-05-07,chair
828,5.79,12.01,furniture,2015-02-10,bed
829,0.48,948.17,food,2019-10-23,sauce
830,8.84,468.36,clothing,2018-10-16,socks
831,1.02,311.55,clothing,2019-06-08,trousers
832,5.41,399.99,food,2020-01-23,whey
833,4.92,913.52,furniture,2015-12-26,chair
834,4.22,975.76,clothing,2021-08-11,jeans
835,9.58,598.4,furniture,2015-07-07,bed
836,2.48,382.55,food,2021-11-29,wrap
837,9.36,173.87,clothing,2019-06-22,t-shirt
838,6.99,755.24,furniture,2020-08-03,shelves
839,2.49,396.46,furniture,2017-01-02,desk
840,6.57,609.69,clothing,2020-08-30,jeans
841,2.89,228.79,furniture,2019-02-25,chair
842,9.42,340.37,food,2019-07-31,rice
843,6.54,958.7,clothing,2018-07-31,trousers
844,2.44,461.51,clothing,2019-02-11,underwear
845,2.37,91.8,food,2016-05-14,rice
846,6.1,63.4,furniture,2018-03-06,desk
847,3.32,821.37,furniture,2018-01-31,cot
848,4.67,671.3,furniture,2016-04-26,cot
849,6.02,398.1,food,2018-04-21,ice cream
850,9.91,3.65,furniture,2017-01-05,press
851,5.14,934.55,clothing,2019-03-09,shirt
852,1.47,638.06,food,2016-10-14,chicken
853,5.7,759.85,food,2018-08-19,sauce
854,0.45,938.47,furniture,2018-07-21,cot
855,2.84,18.53,furniture,2019-04-04,cot
856,9.51,181.86,clothing,2015-03-09,shirt
857,0.68,571.48,clothing,2020-11-28,shirt
858,5.93,859.45,clothing,2018-06-09,dress
859,4.09,150.88,food,2018-06-08,sauce
860,0.11,470.35,food,2016-02-29,ice cream
861,1.6,821.98,food,2019-05-20,chicken
862,0.46,940.67,furniture,2015-08-10,dining table
863,6.37,443.09,furniture,2018-06-12,bed
864,2.13,873.93,food,2016-12-07,sauce
865,1.59,449.95,furniture,2015-07-21,shelves
866,7.77,269.0,clothing,2017-11-04,socks
867,2.13,929.82,furniture,2019-12-06,sofa
868,1.98,566.89,clothing,2020-02-24,jeans
869,8.45,549.59,food,2016-10-21,wrap
870,8.56,343.85,furniture,2015-08-01,sofa
871,6.01,174.35,clothing,2020-01-09,tie
872,8.48,512.01,clothing,2018-05-26,underwear
873,8.35,844.44,furniture,2020-03-22,press
874,7.05,740.04,furniture,2021-04-11,bed
875,1.47,277.0,food,2016-05-03,quinoa
876,1.2,619.73,food,2018-06-03,wrap
877,7.84,351.82,food,2021-11-25,quinoa
878,6.88,101.96,clothing,2019-03-17,jeans
879,8.85,982.18,clothing,2021-12-02,socks
880,7.73,252.4,furniture,2016-06-13,shelves
881,8.12,69.63,clothing,2019-11-06,underwear
882,4.47,875.72,food,2018-10-29,sauce
883,1.79,333.17,furniture,2015-05-09,dining table
884,4.59,222.17,food,2020-12-09,noodles
885,0.5,382.44,clothing,2019-04-26,dress
886,9.31,181.04,furniture,2019-01-20,sofa
887,5.88,821.64,furniture,2018-02-18,cot
888,1.52,337.25,food,2018-07-24,roll
889,2.07,509.85,food,2019-03-13,quinoa
890,7.42,738.59,clothing,2015-08-04,dress
891,0.76,52.39,furniture,2015-05-21,shelves
892,7.01,934.95,furniture,2016-01-10,chair
893,2.25,699.54,clothing,2020-07-11,underwear
894,8.33,785.3,clothing,2017-07-23,trousers
895,6.71,433.06,food,2019-12-01,quinoa
896,3.44,501.38,furniture,2018-05-26,bed
897,5.72,790.87,clothing,2020-08-19,shirt
898,4.28,892.6,clothing,2017-02-19,socks
899,2.18,460.0,food,2015-12-05,beef
900,1.03,422.9,clothing,2016-09-12,underwear
901,6.15,22.26,furniture,2021-03-23,sofa
902,9.9,62.52,clothing,2015-09-16,jeans
903,6.9,364.41,clothing,2018-11-14,trousers
904,2.86,682.81,clothing,2015-11-06,socks
905,8.25,578.21,food,2019-07-02,noodles
906,3.96,899.12,food,2020-12-03,whey
907,1.53,713.22,food,2015-02-07,rice
908,5.89,939.5,clothing,2016-01-10,underwear
909,3.15,735.16,furniture,2020-08-18,cot
910,8.61,922.98,food,2015-11-19,roll
911,9.05,176.14,food,2021-03-23,rice
912,0.27,5.36,clothing,2017-10-05,jeans
913,9.67,145.11,clothing,2016-01-02,t-shirt
914,9.5,151.04,furniture,2020-06-12,desk
915,0.46,865.39,food,2017-01-08,sauce
916,4.86,658.42,clothing,2015-02-12,t-shirt
917,0.45,762.86,clothing,2016-02-29,jeans
918,9.52,849.06,food,2016-10-25,whey
919,2.18,812.23,furniture,2017-02-09,bed
920,8.58,970.87,clothing,2015-07-13,socks
921,8.26,766.83,furniture,2021-03-05,desk
922,9.55,735.72,food,2020-01-08,ice cream
923,6.57,95.19,food,2016-11-18,roll
924,9.29,161.74,furniture,2015-11-30,bed
925,2.11,883.37,furniture,2020-06-09,shelves
926,2.22,507.15,clothing,2017-07-03,polo
927,4.6,641.28,food,2016-06-22,quinoa
928,6.2,303.94,clothing,2016-09-24,trousers
929,5.49,866.34,furniture,2021-01-05,dining table
930,1.21,29.68,food,2021-10-12,noodles
931,5.68,624.08,furniture,2015-12-17,bed
932,5.15,459.94,food,2016-06-13,noodles
933,5.63,365.69,furniture,2020-01-06,bed
934,3.44,466.74,clothing,2017-06-18,trousers
935,9.31,851.86,clothing,2017-05-13,skirt
936,0.5,71.55,clothing,2019-02-06,tie
937,6.45,381.99,clothing,2017-03-05,underwear
938,6.58,817.19,furniture,2019-08-13,dining table
939,8.93,585.51,food,2020-10-24,beef
940,2.62,948.61,furniture,2020-09-08,dining table
941,6.2,857.89,clothing,2020-09-26,trousers
942,7.37,965.82,food,2016-08-27,chicken
943,2.25,793.09,clothing,2021-07-30,jeans
944,2.06,12.21,furniture,2018-10-24,shelves
945,1.92,164.25,clothing,2015-01-15,trousers
946,7.03,852.26,clothing,2020-09-06,t-shirt
947,1.66,4.59,clothing,2019-03-20,t-shirt
948,4.02,797.67,clothing,2016-01-08,tie
949,7.69,720.84,food,2018-02-24,roll
950,1.93,162.9,furniture,2019-07-24,cot
951,3.72,843.58,clothing,2018-08-10,dress
952,4.48,34.78,furniture,2018-07-16,sofa
953,4.61,460.33,food,2016-12-31,whey
954,1.18,387.87,clothing,2019-01-01,polo
955,3.3,550.68,furniture,2016-04-22,sofa
956,3.07,590.82,furniture,2020-08-24,press
957,7.75,733.17,food,2019-10-15,wrap
958,8.8,682.13,clothing,2015-06-17,tie
959,6.59,33.95,clothing,2021-03-07,socks
960,1.39,641.57,food,2017-06-27,whey
961,1.7,0.46,clothing,2019-01-25,polo
962,0.54,261.31,food,2021-12-14,bread
963,0.97,762.57,food,2015-10-10,roll
964,2.41,576.12,furniture,2019-09-11,bed
965,0.46,230.02,food,2018-11-17,quinoa
966,8.22,100.92,food,2015-03-11,quinoa
967,9.31,761.81,furniture,2015-09-17,dining table
968,2.89,333.25,clothing,2020-04-21,trousers
969,6.98,951.61,furniture,2016-08-09,desk
970,0.69,189.98,clothing,2021-04-04,t-shirt
971,0.11,35.15,clothing,2020-11-10,socks
972,6.44,634.97,furniture,2018-05-29,dining table
973,0.07,84.38,clothing,2021-04-23,jeans
974,1.5,412.49,food,2016-02-22,quinoa
975,1.81,372.51,clothing,2015-08-19,trousers
976,1.42,933.64,furniture,2021-01-01,sofa
977,1.12,661.14,furniture,2017-04-10,bed
978,4.11,459.82,food,2018-12-15,chicken
979,9.58,171.71,food,2020-07-02,roll
980,6.25,425.19,furniture,2015-10-08,chair
981,9.09,332.93,furniture,2021-08-11,shelves
982,8.01,844.4,furniture,2016-04-21,chair
983,9.22,224.13,clothing,2020-02-08,underwear
984,5.78,360.88,furniture,2017-05-29,press
985,2.69,266.18,food,2021-04-03,quinoa
986,5.13,242.28,clothing,2015-01-01,tie
987,7.2,986.62,clothing,2016-08-07,trousers
988,2.64,186.8,furniture,2018-03-07,desk
989,1.08,778.09,furniture,2019-01-29,dining table
990,8.99,865.25,furniture,2018-09-16,desk
991,5.77,638.04,clothing,2015-07-17,underwear
992,0.42,360.01,furniture,2016-10-24,sofa
993,3.77,314.83,clothing,2019-09-23,skirt
994,5.08,593.76,clothing,2021-10-13,tie
995,9.93,500.11,clothing,2016-04-05,tie
996,8.68,72.57,furniture,2021-01-21,desk
997,8.4,565.48,furniture,2016-06-13,dining table
998,3.48,68.4,furniture,2021-08-22,cot
999,5.37,504.5,furniture,2021-06-15,dining table
1000,7.74,947.89,clothing,2018-11-16,shirt
1001,7.28,660.96,clothing,2021-10-13,shirt
1002,6.4,759.25,food,2016-08-17,chicken
1003,0.58,280.94,furniture,2019-12-10,cot
1004,4.78,816.83,clothing,2018-12-16,jeans
1005,3.04,490.45,clothing,2020-10-14,dress
1006,9.44,306.96,furniture,2020-10-20,dining table
1007,0.95,832.8,food,2018-10-09,ice cream
1008,6.07,189.28,food,2017-08-07,ice cream
1009,9.06,385.16,food,2017-08-26,roll
1010,7.86,687.73,clothing,2019-01-12,trousers
1011,9.12,329.36,food,2016-11-16,wrap
1012,6.83,654.12,food,2016-10-27,roll
1013,8.42,609.69,food,2020-11-07,bread
1014,5.73,134.27,clothing,2021-05-11,jeans
1015,9.3,328.48,furniture,2017-10-29,shelves
1016,5.36,496.28,food,2015-11-14,whey
1017,3.3,998.31,furniture,2020-04-06,desk
1018,9.2,926.79,furniture,2021-12-27,shelves
1019,9.53,218.51,food,2021-04-02,beef
1020,6.59,845.1,furniture,2021-03-03,bed
1021,9.71,532.17,furniture,2018-07-18,shelves
1022,1.28,401.85,clothing,2019-02-02,socks
1023,0.72,394.16,furniture,2020-08-05,shelves
1024,1.25,163.96,furniture,2018-04-06,sofa
1025,5.69,499.49,food,2015-08-28,sauce
1026,3.62,272.29,food,2018-10-12,roll
1027,8.14,28.81,food,2019-12-22,chicken
1028,7.95,952.78,food,2016-12-20,wrap
1029,1.22,461.19,furniture,2020-10-08,desk
1030,7.57,525.85,furniture,2019-09-23,sofa
1031,4.74,715.62,clothing,2016-10-05,shirt
1032,1.37,491.49,furniture,2017-08-07,bed
1033,8.51,632.12,clothing,2020-07-23,socks
1034,4.83,758.97,clothing,2015-09-23,dress
1035,0.27,673.13,clothing,2016-02-15,trousers
1036,1.57,605.44,furniture,2017-05-29,bed
1037,7.56,577.16,clothing,2019-05-23,shirt
1038,4.08,53.87,food,2018-10-25,sauce
1039,9.95,651.79,furniture,2019-03-11,press
1040,0.26,841.28,clothing,2018-11-18,jeans
1041,6.57,816.75,food,2019-03-24,chicken
1042,5.28,343.85,furniture,2019-01-04,desk
1043,2.29,330.81,food,2021-12-22,chicken
1044,0.3,323.56,furniture,2019-07-06,desk
1045,3.92,558.25,clothing,2020-02-14,shirt
1046,4.48,825.27,furniture,2020-07-27,press
1047,5.86,246.91,furniture,2017-02-08,chair
1048,6.52,58.93,food,2015-02-28,roll
1049,7.11,162.76,clothing,2020-03-10,socks
1050,7.93,1.67,furniture,2019-11-27,dining table
1051,5.0,680.1,furniture,2019-06-30,cot
1052,8.36,958.49,furniture,2015-12-23,sofa
1053,4.67,570.57,food,2018-03-08,noodles
1054,0.64,110.47,furniture,2018-08-12,sofa
1055,7.97,953.64,clothing,2019-10-13,t-shirt
1056,6.48,763.58,furniture,2020-08-09,dining table
1057,7.2,469.12,furniture,2017-10-14,cot
1058,2.1,982.26,food,2018-01-07,yoghurt
1059,1.29,809.96,clothing,2017-02-20,skirt
1060,3.91,968.05,furniture,2018-07-19,chair
1061,6.14,661.11,clothing,2019-02-19,tie
1062,1.5,155.7,food,2015-08-24,sauce
1063,4.06,76.25,clothing,2015-05-21,trousers
1064,8.64,978.55,clothing,2016-07-04,shirt
1065,8.51,712.34,furniture,2018-07-07,shelves
1066,6.58,44.93,clothing,2021-12-10,underwear
1067,6.69,941.51,clothing,2020-10-09,socks
